 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|busroutes
 bangalore|south-2|hosahalli|32253|GUHPS OLD GUDDADAHALLI|Upper Primary|co-ed|urdu|Mysore Road Pipe Line Road,Bangalore|Old Guddadahalli|560026|Near Satlight Bus Stop (Guddada Halli Bus Stop)|225222234
 bangalore|south-2|arundhathinagar|33076|GKHPS GANGONDANAHALLI (HOSAHALLI)|Upper Primary|co-ed|kannada|M.Joseph Road, Nayandahalli Post, Bangalore|Gangondanahalli|560039|Infront Gangondanahalli Auto Stand|590 ,87 B
 bangalore|south-3|ejipura|32269|GKLPS MESTRIPALYA (MADIVALA)|Lower Primary|co-ed|kannada|4th Block  Koramangala,1st Cross Anjaneya Temple Road|Mestri Palya|560034|Near Water Tank Bus Stop|340,341,342A,342B
 bangalore|south-3|beratena agrahara|33098|GKHPS DODDANAGAMANGALA|Upper Primary|co-ed|kannada|Electronic City Post, S-3|Doddanagamangala|560100|Opposite Doddanagamangala Bus Stop|346 B
 bangalore|south-3|lalbagh siddapura|33113|GUHPS V V PURAM|Lower Primary|co-ed|urdu|Lalbagh Fort Road, 14th Cross, V.V.Puram Post, Bangalore|Doddamavalli|560004|Beside Shifaa Dental Clinic|342, 360, 366
 bangalore|south-4|channasandra|32053|GKHPS KANNAMANGALA|Lower Primary|co-ed|kannada|Kannamangala Post, Bidarahalli Hobli, Bangalore|Kannamangala|560067|Near Ashwath Katte|317 B, 319, 333
 bangalore|south-4|hoodi|32303|GKHPS KUNDALAHALLI|Upper Primary|co-ed|kannada|Kundalahalli post|Kundalahalli|560037|Opposite ashwath katte|335,502,333B
 bangalore|south-4|k r puram|32492|GKLPS ANANDAPURA (K.R.PURA)|Lower Primary|co-ed|kannada|Anandapuram Circle, T.C.Palya Post Main Road, K.R.Puram Post, Bangalore East|Anandapuram|560036|Near Church|301, 301F, 310
 bangalore|anekal|attibele|32224|GKLPS HAROHALLI (ATTIBELE)|Lower Primary|co-ed|kannada|Anekal to Attibele Main Road, Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Harohalli|562107|Infront Harohalli Bus Stop|399 C
 bangalore|anekal|attibele|32226|GKLPS KODALIPURA|Lower Primary|co-ed|kannada|Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Kodalipura|562107|Beside Baseveshwara Swamy Temple|360 H
 bangalore|anekal|harappana halli|32622|GKLPS GN THANDYA|Lower Primary|co-ed|kannada|Jigani Hobli, Anekal Taluk, Kalbalu Post|Govind Nayakan Tandya|562106|Opposite G.N. Tandya Bus Stop|
 bangalore|anekal|huskuru|32859|GKLPS HAROHALLI (HUSKUR)|Lower Primary|co-ed|kannada|Huskur Post,Anekal Taluk|Haro Halli|560099|Near Haro Halli Bus Stop|342N
 bangalore|anekal|sarjapura|32955|GKLPS INDLABELE|Lower Primary|co-ed|kannada|Attibele To Sarjapura Main Road, Bidaraguppe Post, Attibele Hobli, Anekal Taluk, Bangalore|Indlabele|562107|Infront Indlabele Bus Stop|328 H, 600
 bangalore|north-4|chikkajala|33258|GKLPS MEENUKUNTE HOSUR|Lower Primary|co-ed|kannada|Doddajala Post, Jala Hobli, Bangalore|Meenukunte Hosur|562157|Beside Ashwath Katte & Anjaneya Swamy Temple|281 F, 401 J, 281 G, 281
 bangalore|north-4|chikkajala|33262|GKHPS CHANNAHALLI|Upper Primary|co-ed|kannada|Chikkajala Post, Jala Hobli, Bangalore|Channahalli|562157|Beside Channahalli Bus Stop|281 D
 bangalore|north-4|hunasamaranahalli|32480|GKHPS SATHNOOR|Upper Primary|co-ed|kannada|Jala Hobli, Bagalur Post, Bagalur Main Road, N-4|Sathnur Colony|562149|Behind Sathnur Colony Bus Stop|289
 bangalore|north-4|hunasamaranahalli|32482|GUHPS SATHNOOR|Upper Primary|co-ed|urdu|Jala Hobli, Bagalur Post, Bagalur Main Road, N-4|Sathnur Colony|562149|Next to Ashok Clinic|289
 bangalore|north-4|rajanakunte|32781|GKLPS THIMMASANDRA (RAJANA KUNTE)|Lower Primary|co-ed|kannada|Tarahunase Post, Jala Hobli, Bangalore|Thimmasandra|562127|Beside Anjaneya Swamy Temple|285, 407, 298 L, 291 K
 bangalore|south-1|ramasandra|32547|GULPS BHEEMANAKUPPE|Lower Primary|co-ed|urdu|Ramohalli Post, Kengeri Hobli|Bhimanakuppe|560060|Beside G.K.L.P.S bhimankuppe & Near Masjid|227 C, 227 H, 227 K
 bangalore|south-3|beratena agrahara|33103|GKHPS VITTASANDRA|Upper Primary|co-ed|kannada|Begure Post, Begure Hoblli|Vittsandra|560068|Behind Vittsandra Bus Stop|344D
 bangalore|south-4|jeevan bheema nagar|32396|GTHPS ANANDAPURAM|Upper Primary|co-ed|tamil|6th main road,Jeevanbhima Nagar,Bangalore|Anandapuram|560075|Infront Ambedkar Statue|139201
 bangalore|anekal|haragadde|32810|GKLPS MARUTHINAGARA(JANATHA COLONY)|Lower Primary|co-ed|kannada|||999999|maruthinagar bus stop|
 bangalore|anekal|bannerughatta|32334|GKLPS SAMPIGENAHALLI|Lower Primary|co-ed|kannada|||560083|anganwadi near opp|
 bangalore|anekal|harappana halli|32630|GKLPS SOLLEPURADODDI|Lower Primary|co-ed|kannada||bangalore|560083||
 bangalore|anekal|chikkahosahalli|32512|GKLPS THIMMAYYANADODDI|Lower Primary|co-ed|kannada|||562106|thimmaiahnadoddi|
 bangalore|anekal|anekal|32081|GKLPS SUDHAMANAGAR|Lower Primary|co-ed|kannada|Attibele Main Road, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Sudhama Nagar|562106|Near Maramma Temple|
 bangalore|anekal|anekal|32082|GKNMPS ANEKAL|Model Primary|co-ed|kannada|Chowdareddy Circle, Anekal Town, Anekal Taluk|Anekal|562106|Opp Nuthna Hospital|356,361,361C,356M
 bangalore|anekal|anekal|32083|GKHPS  ANEKAL|Upper Primary|co-ed|kannada|Thali Road, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Anekal|562106|Opp Anekal Taluk Office|356M, 361C
 bangalore|anekal|anekal|32086|GKLPS SUNNAWARA|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Sunavara|562106|Near Sunavara Bus Stop|
 bangalore|anekal|anekal|32087|GKLPS TELAGARAHALLI|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Thelgarahalli||Near Thelagarahalli Bus Stop|
 bangalore|anekal|anekal urdu|33392|GUHPS ATTIBELE|Upper Primary|co-ed|urdu|Sante Beedi,Hosur Main Road, Attibele Post, Attibele Hobli, Anekal Taluk, Bangalore|Attibele|562107|Beside Attibele Market & Opp GKHPS Attibele (Girls)|360, 360 A,360 B, 600
 bangalore|anekal|byagadadenahalli|32399|GKLPS  KOONMADIVALA|Lower Primary|co-ed|kannada|Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Koonamadivala|562106||361
 bangalore|anekal|anekal urdu|33385|GULPS BEDARAPETE|Lower Primary|co-ed|urdu|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Bedarpete|562106|Opp Ashwath Katte|
 bangalore|anekal|anekal urdu|33386|GUHPS GOWRENAHALLI|Upper Primary|co-ed|urdu|Kasaba Hobli, Anekal Taluk, Sidi Hoskote|Gowrenahalli|562106|Kakka Malleshwara Temple|232, 236
 bangalore|anekal|anekal urdu|33389|GUHPS DOMMASANDRA|Upper Primary|co-ed|urdu|Dommasandra Main Road, Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Dommasandra|562125|Opp Dommasandra Government Hospital|342,342A,342F,342R,G3
 bangalore|anekal|anekal urdu|33390|GUHPS ADIGARAKALLAHALLI|Upper Primary|co-ed|urdu|Bidaraguppe Post, Srajapura Hoblik, Anekal Taluk|Adigarakallahalli||Near Adigarakallahalli Bus Stop|342 K Last Stop
 bangalore|anekal|anekal urdu|33391|GUHPS SARJAPURA|Upper Primary|co-ed|urdu|Sarjapura Post, Sarjapura Hobli, Anekal Taluk|Sarjapura|562125|Opposite Sarjapura Bus Stop|328 A,328 B, 328 H, 328 B, 501
 bangalore|anekal|nerlooru|33399|GKLPS NARAYANA GATTA|Lower Primary|co-ed|kannada|Chandapura To Dommasandra Main Road, Mutha Nallur Post, Sarjapura Hobli, Anekal Thaluk, Bangalore South|Narayana Gatta|560099|Opp Mariyamma Temple|351
 bangalore|anekal|chikkahosahalli|32511|GKLPS THIMMASANDRA (CHIKKAHOSAHALLI)|Lower Primary|co-ed|kannada|Indlawadi Post, Anekal Taluk, Kasba Hobli|Thimmasandra|562106|Near Thimmasandra Bus Stop|
 bangalore|anekal|chikkahosahalli|32516|GKHPS SIDIHOSAKOTE|Upper Primary|co-ed|kannada|Kasaba Hobli, Anekal Taluk, Sidihosakote Post|Sidihosakote Village|562106|Near Sidihosakote Bus Stop|316
 bangalore|anekal|chikkahosahalli|32530|GKLPS A MEDAHALLI|Lower Primary|co-ed|kannada|Kasaba Hobli, Anekal Taluk, Sidihosakote|Anekal Medahalli|562106|Kakka Malleshwara Temple Road|232, 236
 bangalore|anekal|chikkahosahalli|32531|GKLPS MYSOORAMMANADODDI|Lower Primary|co-ed|kannada|Indlawadi Post, Anekal Taluk, Kasba Hobli|Mysorerammanadoddi|562106|Near Mysorerammanadoodi Bus Stop|
 bangalore|anekal|chikkahosahalli|32532|GKLPS NAGAYANADODDI|Lower Primary|co-ed|kannada|Thamma Nayakana Halli Post, Anekal Thaluk, Kasab Hobli|Nagayyana Doddi|562106|Near Nagayyana Doddi Bus Stop|KSRTC
 bangalore|anekal|hebbagodi|32709|GKHPS T GOLAHALLI|Upper Primary|co-ed|kannada|Bommasandra Post, Anekal Taluk, Hosur Road|T. Gollahalli|560100|Near T.Gollahalli Bus Stop|346 M, 600 FA
 bangalore|anekal|dommasandra|32922|GKLPS SOMPURA (DOMMASANDRA)|Lower Primary|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Sompura|562125|Beside Milk Udpadakara Sangha|342,342A,342F,342R,G3
 bangalore|anekal|sarjapura|32958|GKLPS S MEDAHALLI|Lower Primary|co-ed|kannada|Bidaraguppe Post, Srajapura Hoblik, Anekal Taluk|S. Medahalli|562107|Near S. Medahalli Bus Stop|328 H A, 328 D, 501
 bangalore|anekal|haragadde|32811|GKLPS NAYANA HALLI|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Nayana Halli|560105|Haragadde To Lingapura Main Road|
 bangalore|anekal|haragadde|32812|GKLPS SITHANAYAKANAHALLI|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Sithanayakanahalli|560105|Oppsite Hunase Mara|365Z, 366, 372
 bangalore|anekal|haragadde|32813|GKLPS VADDARAPALYA (HARAGADDE)|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Vaddarapalya (Haragadde)|560105|All Guns Industries 2 Vaddara Palya|365
 bangalore|anekal|huskuru|32854|GKLPS CHINTHALAMADIWALA|Lower Primary|co-ed|kannada|Huskuru Post, Anekal Taluk|Chinthala Madiwala|562158|Opposite Chinthala Madiwala Bus Stop|349E
 bangalore|anekal|hebbagodi|32712|GKLPS VADDARAPALYA (HEBBAGODI)|Lower Primary|co-ed|kannada|Electronic City Post, Anekal Taluk|Kammasandra(Vaddarapalya)|560100|Opposite Kammasandra Bus Stop Road|350 D
 bangalore|anekal|hebbagodi|32713|GKHPS VEERASANDRA|Lower Primary|co-ed|kannada|Electronic City Post, Anekal Taluk, Attibele Hobli|Veerasandra|560100|Green Colour Water Tank|365
 bangalore|anekal|haragadde|32803|GKHPS NUSENOOR|Upper Primary|co-ed|kannada|Haragadde Post, Anekal Taluk, Jigani|Nusenoor|560105|Near Nusenoor Bus Stop|366F
 bangalore|anekal|hennagra|33445|GKLPS RAMAKRISHNAPURA|Lower Primary|co-ed|kannada|Chandapura Post, Jigani Hobli, Anekal Taluk, Bangalore|Ramakrishnapura|562106|Opposite Koli Faram|353
 bangalore|north-1|chikkabidarakallu|32154|GKLPS CHANNANAYAKANAPALYA|Lower Primary|co-ed|kannada|Nagasandra Post, Yeshwantpura Hobli, N-1|Channanayakanapalya|560073|Near Channanayakanapalya Bus Stop|263 E
 bangalore|anekal|huskuru|32862|GKMPS KOODLU|Model Primary|co-ed|kannada|Anekal Taluk, Madiwala Post|Kodlu|560068|Near Kudlu Bus Stop|
 bangalore|anekal|huskuru|32863|GKHPS RAYASANDRA|Upper Primary|co-ed|kannada|Anekal Taluk, Huskuru Post|Rayasandra|560099|Near Ganesha Temple|346C
 bangalore|anekal|dommasandra|32915|GKMPS DOMMASANDRA|Model Primary|co-ed|kannada|Dommasandra Main Road, Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Dommasandra|562125|Opp Dommasandra Government Hospital|342,342A,342F,342R,G3
 bangalore|anekal|mugaluru|33378|GKLPS MATTANAHALLI|Lower Primary|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Mathna Halli|562125|Next Ganapathi Temple|KSRTC
 bangalore|anekal|mugaluru|33381|GKLPS PANDITHANA AGRAHARA|Lower Primary|co-ed|kannada|Kugur Post, Anekal Taluk, Sarjapur Hobli|Paoithana Agrahara|562125|Near Rajiv Gandhi Nagar Cross Bus Stop|399C, 342M
 bangalore|anekal|nerlooru|33400|GKLPS SAMMANA HALLI|Lower Primary|co-ed|kannada|Mutha Nallur Post, Sarjapura Hobli, Anekal Thaluk, Bangalore South|Sammanahalli|560099|Beside Navagraha Temple|349A
 bangalore|anekal|nerlooru|33401|GKHPS AADIGONDANAHALLI|Upper Primary|co-ed|kannada|Attibele to Muthanallur Main Road, Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Adigondanahalli|567102|Near Muthyalamma Temple & Ashwath Katte|350, 359 A, 360 M,360 P
 bangalore|anekal|sabmangala|33421|GKLPS S MADIVALA|Lower Primary|co-ed|kannada|Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|S.Madiwala|562106|Near S.Madiwala Lake|
 bangalore|anekal|sabmangala|33422|GKLPS S THIMMASANDRA (SABMANGALA)|Lower Primary|co-ed|kannada|Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|S.Thimmasandra|562106|Near Basaweshwara Temple & Ayyappa Temple|
 bangalore|anekal|hennagra|33444|GKLPS MASTENAHALLI|Lower Primary|co-ed|kannada|Hennagara Post, Anekla Taluk, Jigani Hobli, Bangalore|Mastenahalli|562106|Behind Yellamma Temple|352E
 bangalore|anekal|sarjapura|32960|GKLPS SOLLEPURA|Lower Primary|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk|Sollepura|562125|Near Muthyalamm Temple|349 A, 360 P
 bangalore|anekal|sarjapura|32961|GKLPS SULTANPALYA|Lower Primary|co-ed|kannada|Bidaraguppe Post, Srajapura Hoblik, Anekal Taluk|Sultanpaly|562107|Behind Sulthanpalya Masjid|
 bangalore|anekal|sarjapura|32962|GKMPS SARJAPURA (BOYS)|Model Primary|boys|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Taluk|Sarjapura|562125|Behind Sarjapura Bus Stop|342 A, 342 B, 328 H, 328 B, G 10
 bangalore|anekal|sarjapura|32963|GKMPS SARJAPURA (GIRLS)|Model Primary|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Taluk|Sarjapura|562125|Behind Sarjapura Bus Stop|342 A, 342 B, 328 H, 328 B, G 10
 bangalore|anekal|mugaluru|33362|GKHPS KUTHAGANNA HALLI|Upper Primary|co-ed|kannada|Nerige Post, Anekal Taluk, Sarjapur Hobli|Kuthagana Halli|562125|Behind Kuthagana Halli|342323
 bangalore|anekal|anekal|32076|GKHPS DEVANGAPET|Upper Primary|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Rajanna Layout|562106|Near Saraswathi Vidya Mandira|
 bangalore|anekal|anekal|32078|GKHPS OLD ANEKAL|Upper Primary|co-ed|kannada|Thali Road, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Anekal|562106|Opp Channakeshava Temple|
 bangalore|anekal|anekal|32079|GKLPS BAHADURPURA|Lower Primary|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Bahadurpura|562106|Behind Ashwath Katte|
 bangalore|anekal|anekal|32080|GKLPS PUMPHOUSE|Lower Primary|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Pumphouse|562106|Near Anekal Court|
 bangalore|anekal|anekal|32085|GKLPS SOLUR|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Soluru|562106|Behind Solapura Bus Stop|
 bangalore|anekal|anekal|32089|GKLPS CHOODENAHALLI|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Chudenahalli|562106|Near Chudenahalli Bus Stop|
 bangalore|anekal|anekal|32091|GKLPS KEMPUDOMMASANDRA|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Kempa Dommasandra|562106|Behind Basaveshwara Temple|
 bangalore|anekal|anekal|32092|GKLPS MENASIGANAHALLI|Lower Primary|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Menasinahalli|562106|Behind Menasinahalli Bus Stop|K.S.R.T.C
 bangalore|anekal|byagadadenahalli|32400|GKHPS BYAGADADENAHALLI|Upper Primary|co-ed|kannada|Chandrapura To Anekal Main Road, Sidi Hosakote Post, Kasaba Hobli, Bangalore|Byagadadena Halli|562106|Infront Byagadadena Halli Bus Stop|356M, 361
 bangalore|anekal|byagadadenahalli|32412|GKLPS SOPPA HALLI|Lower Primary|co-ed|kannada|Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Soppahalli|562106|Opposite Venkataramana Swamy Temple|361
 bangalore|anekal|byagadadenahalli|32413|GKLPS KAVALAHOSAHALLI|Lower Primary|co-ed|kannada|Janatha Colony, Chandapura To Anekal Road, Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Kaval Hosahalli|562106|Near Janatha Colony (Kaval Hosahalli) Bus Stop|356 M, 361 C
 bangalore|anekal|byagadadenahalli|32414|GKLPS T B C KOONMADIVALA|Lower Primary|co-ed|kannada|Soppahalli Road, Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Konnamadivala|562106|Compound Inside T.B.C (Bricks Factory)|361
 bangalore|anekal|byagadadenahalli|32415|GKLPS THATTANAHALLI|Lower Primary|co-ed|kannada|Marasuru Post, Kasaba Hobli, Anekal Taluk, Bangalore|Thattanahalli|562106|Near Kaveramma Temple|
 bangalore|anekal|byagadadenahalli|32416|GKLPS YELLAMMANAPALYA|Lower Primary|co-ed|kannada|Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Yallammana Palya|562106|Opposite Gangamma Temple|361
 bangalore|anekal|chikkahosahalli|32510|GKLPS SONNANAYAKANAPURA|Lower Primary|co-ed|kannada|Indlavadi Post, Anekal Taluk, Kasaba Hobli|Sonnanayakanapura|562106|Indlavadi Cross, Indlavadi Main Road|
 bangalore|anekal|chikkahosahalli|32521|GKLPS BODARAHALLI|Lower Primary|co-ed|kannada|Indlavadi Post, Anekal Taluk, Kasaba Hobli|Bodarahalli|562106|Near Bodarahalli Bus Stop|232, 236
 bangalore|anekal|chikkahosahalli|32529|GKLPS LAKSHMIPURA (CHIKKAHOSAHALLI)|Lower Primary|co-ed|kannada|Thammanayakanahalli Post, Anekal Taluk|Lakshmipura|562106|Near Lakshmipura Bus Stop|
 bangalore|anekal|hebbagodi|32711|GKLPS THIRUPALYA|Lower Primary|co-ed|kannada||Thirupalya|560099|Opposite Minerva Bakery & Sweets|350 A, 600 FA
 bangalore|anekal|bannerughatta|32335|GKLPS SHILINDRADODDI|Lower Primary|co-ed|kannada|Bannerghatta post, Anekal Taluk, Jigani Post|Shilindra Doddi|560083|Near Shilindra Doddi Bus Stop|298B, 371D
 bangalore|south-3|yellukunte|32651|GUHPS MANGAMMANAPALYA|Upper Primary|co-ed|urdu|Bommanahalli Post, S-3|Mangammanapalya|560068|Near Mangammanapalya Bus Stop|348 J
 bangalore|anekal|hennagra|33436|GKLPS PODU|Lower Primary|co-ed|kannada|Hulimangala Post, Jigani Hobli, Anekal Taluk|Podu|562106|Near Podu Bus Stop|344E
 bangalore|anekal|haragadde|32808|GKHPS MADAPATNA|Upper Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Madapatna|560105|Opposite Madapatana Bus Stop|365Z, 366, 372
 bangalore|anekal|huskuru|32855|GKLPS CHOKKASANDRA|Lower Primary|co-ed|kannada|Anekal Taluk, Sarjapura Hobli|Chokkasandra|560099|Opposite Chokkasandra Bus Stop|342C
 bangalore|anekal|huskuru|32861|GKMPS HUSKUR|Model Primary|co-ed|kannada|Anekal Taluk, Huskuru Post|Huskuru|560099|Beyond Huskuru Bus Stop|349B, 349C, 349D, 349E, 349F
 bangalore|anekal|mugaluru|33375|GKLPS KAMMANAHALLI|Lower Primary|co-ed|kannada|Kuguru post,Anekal taluk,Sarjapur Hobli|Kammana halli|562125|Near Kammana halli Bus Stop|323A,323B
 bangalore|anekal|mugaluru|33377|GKLPS MADAPPANAHALLI (MUGALURU)|Lower Primary|co-ed|kannada|Kugur  Post,Anekal taluk,Sarjapur Hobli|Madaappana Halli|562125|Near Madaappana Halli Main Road|329A,323J
 bangalore|anekal|mugaluru|33379|GKLPS MC HALLI|Lower Primary|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Mahachowdadena Halli|562125|Behind Mahachowdadena Halli Bus Stop|399C, 342M
 bangalore|anekal|mugaluru|33380|GKLPS NEKKUNDI BADAVANE|Lower Primary|co-ed|kannada|Muth Sandra Post,Anekal taluk,Sarjapur Hobli|Chika Nekundi|560082|Near Ambedkar Samuadya Bhavan|329D
 bangalore|anekal|mugaluru|33382|GKLPS RAJIVGANDHINAGAR|Lower Primary|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Rajiv Gandhi Nagar|562125|Beside Rajiv Gandhi Nagar Bus Stop|399C, 342M
 bangalore|anekal|mugaluru|33383|GKLPS RAMANAYAKANAHALLI|Lower Primary|co-ed|kannada|Gunjuru Post,Anekal taluk,Sarjapur Hobli|Rama Nayakana Halli|560087|Behind Yellamma Temple|
 bangalore|anekal|anekal urdu|33384|GUHPS ANEKAL|Lower Primary|co-ed|urdu|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Anekal Town|562106|Opp BEO Office & Near Kambad Ganesh Temple|356M, 361C
 bangalore|anekal|nerlooru|33403|GKHPS GUDDAHATTI|Upper Primary|co-ed|kannada|Guddahatti Village Main Road, Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Guddahatti|567102|Opposite Ashwath Katte|359
 bangalore|anekal|sabmangala|33420|GKLPS MUTHAGATTE|Lower Primary|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Muttagatti|562106|Infront Gundu Thope|
 bangalore|north-1|machohalli|32747|GKHPS ARKAVATHINAGAR|Lower Primary|co-ed|kannada|Magadi Main Road, Kadabagere Post, Dasanpura Hobli|Arkavathinagar|562130|Near Arkavathinagar Bus Stop|242
 bangalore|north-1|machohalli|32749|GKHPS KADABAGERE|Upper Primary|co-ed|kannada|Kadaba Gere Post, Dasanpura Hobli|Kadaba Gere|562130|Near Kadaba Gere Bus Stop|245C, 245K, 245R
 bangalore|north-1|machohalli|32753|GKHPS MALLASANDRA MACHOHALLI|Upper Primary|co-ed|kannada|Sondekoppa Post, Dasanpura Hobli|Mallasandra|562130|Near Mallasandra Bus Stop|245A, 245B, 242TC
 bangalore|north-1|machohalli|32765|GKLPS MACHOHALLI COLONY|Lower Primary|co-ed|kannada|Bapa Village Post, Dasanpura Hobli|Machohalli Colony|560091|Near Kadabakere Bus Stop|240, 240 A, 240 B, 240 D, 240 E
 bangalore|north-1|machohalli|32767|GULPS KACHOHALLI|Lower Primary|co-ed|urdu|North - 1, Laxmipura Post, Dasanpura Hobli|Kacho Halli|562123|Near Kacho Halli Bus Stop|240C, 240R
 bangalore|north-2|hebbal|32024|GKHPS CHOLANAYAKANAHALLI (HEBBAL)|Upper Primary|co-ed|kannada|R.T.Nagar Post, Chamundi Nagar Main Road|Cholanayakanahalli|560032|Govt. Hospital|287 E
 bangalore|north-3|kaval byrasandra|33147|GUHPS MUSLIM COLONY|Upper Primary|co-ed|urdu|Shampura Road|Muslim Colony|560045|Near NGO|290, 291
